Filename,Drug Name,Cancer Type,Number of Patients,Treatment_OS,Control_OS,OS_Improvement (%),Treatment_PFS,Control_PFS,PFS_Improvement (%),Other Outcome Measures,Brief Study Summary,Formatted Study Results
page_200.txt,cemiplimab-rwlc (Libtayo),locally advanced basal cell carcinoma (laBCC) and metastatic basal cell carcinoma (mBCC),84 patients with laBCC and 28 patients with mBCC,Not provided,Not provided,Not provided,Not provided,Not provided,Not provided,"{'Confirmed Objective Response Rate (ORR) laBCC': '29%', 'Confirmed Objective Response Rate (ORR) mBCC': '21%', 'Median Duration of Response (DOR) laBCC': 'Not reached (range: 2.1 to 21.4+ months)', 'Median Duration of Response (DOR) mBCC': 'Not reached (range: 9 to 23.0+ months)', 'Percentage of Responders maintaining response for at least 6 months': '79% for laBCC, 100% for mBCC'}","The study evaluated the efficacy of cemiplimab-rwlc in patients with locally advanced and metastatic basal cell carcinoma who had progressed on hedgehog pathway inhibitor therapy. The confirmed objective response rates were 29% for laBCC and 21% for mBCC, with a median duration of response not reached for both groups. A high percentage of responders maintained their response for at least 6 months. Common adverse reactions included fatigue, musculoskeletal pain, diarrhea, rash, and pruritis.","Study 1620 evaluated cemiplimab-rwlc in advanced BCC patients who had failed HHI therapy. In patients with laBCC, the confirmed ORR was 29% with a median DOR not reached, and 79% maintained response for at least 6 months. In mBCC patients, the confirmed ORR was 21% with a median DOR not reached, and all responders maintained their responses for at least 6 months. Overall survival data was not provided. The study showed promising response outcomes in both laBCC and mBCC patients, with a significant proportion maintaining responses for an extended period."
page_201.txt,lisocabtagene maraleucel,R/R large B-cell lymphoma,192,Not provided,Not provided,Not provided,Not provided,Not provided,Not provided,"{'ORR': '73%', 'CR Rate': '54%', 'Median DOR (CR)': 'Not reached', 'Median DOR (partial response)': '1.4 months', 'CR Remission lasting at least 6 months': '65%', 'CR Remission lasting at least 9 months': '62%', 'CRS Grade 3 or higher': '4%', 'Neurologic toxicity Grade 3 or higher': '12%', 'Infections Grade 3 or higher': '19%', 'Prolonged cytopenias Grade 3 or higher': '31%'}",Lisocabtagene maraleucel was approved for the treatment of adult patients with R/R large B-cell lymphoma after two or more lines of therapy. The overall response rate was 73% with a complete response rate of 54%. The median duration of response was not reached for patients achieving a complete response. Adverse reactions included cytokine release syndrome and neurologic toxicity.,"The TRANSCEND study evaluated lisocabtagene maraleucel in R/R large B-cell lymphoma patients. The ORR was 73% with a CR rate of 54%. Median time to first response was one month. 65% of patients with CR had remission lasting at least 6 months. Median DOR was not reached for CR patients. CRS occurred in 46% (Grade 3 or higher, 4%) and neurologic toxicity in 35% (Grade 3 or higher, 12%). Three patients had fatal neurologic toxicity. PFS and OS data were not provided in the summary."
page_202.txt,Umbralisib (Ukoniq),Marginal Zone Lymphoma (MZL) and Follicular Lymphoma (FL),69 patients with MZL and 117 patients with FL,Not provided,Not provided,Not provided,Not provided,Not provided,Not provided,"{'ORR': {'MZL': '49%', 'FL': '43%'}, 'DOR': {'MZL': 'Median not reached', 'FL': 'Median 11.1 months'}}","Umbralisib (Ukoniq) received accelerated approval for relapsed or refractory MZL and FL based on ORR and DOR in a trial with 69 MZL and 117 FL patients. Common adverse reactions included diarrhea-colitis, fatigue, and neutropenia. Continued approval may require confirmatory trials. Healthcare professionals should report adverse events to the FDA.","In patients with Marginal Zone Lymphoma (MZL), the study showed an Overall Response Rate (ORR) of 49% with 16% achieving complete responses. The Median Duration of Response (DOR) was not reached. For patients with Follicular Lymphoma (FL), the ORR was 43% with 3% achieving complete responses. The Median DOR was 11.1 months. These results suggest promising efficacy in terms of response outcomes for both MZL and FL patients in the study."
page_203.txt,Tepotinib (Tepmetko),Metastatic non-small cell lung cancer (NSCLC) with MET exon 14 skipping alterations,152,Not provided,Not provided,Not provided,Not provided,Not provided,Not provided,"{'ORR': {'Treatment Naive Patients': {'ORR': '43%', 'Median Response Duration': '10.8 months'}, 'Previously Treated Patients': {'ORR': '43%', 'Median Response Duration': '11.1 months'}}, 'Adverse Reactions': ['Edema', 'Fatigue', 'Nausea', 'Diarrhea', 'Musculoskeletal pain', 'Dyspnea'], 'Potential Side Effects': ['Interstitial lung disease', 'Hepatotoxicity', 'Embryo-fetal toxicity']}","Tepotinib (Tepmetko) received accelerated approval for adult patients with metastatic non-small cell lung cancer harboring MET exon 14 skipping alterations. The VISION trial demonstrated an overall response rate of 43% with a median response duration of around 11 months in both treatment-naive and previously treated patients. Common adverse reactions included edema, fatigue, nausea, diarrhea, musculoskeletal pain, and dyspnea. Tepotinib is recommended at a dose of 450 mg orally once daily with food.","In the VISION trial for advanced or metastatic NSCLC with MET exon 14 skipping alterations, tepotinib showed efficacy. The overall response rate (ORR) was 43% for both treatment-naïve and previously treated patients, with a median response duration of around 10-11 months. Overall survival (OS) and progression-free survival (PFS) data were not provided in the summary. The study demonstrated promising outcomes in terms of response outcomes, indicating the potential benefit of tepotinib in this patient population."
page_204.txt,Nivolumab (Opdivo) and Cabozantinib (Cabometyx),Renal Cell Carcinoma (RCC),651,Not reached,Not reached,"HR 0.60 (95% CI: 0.40, 0.89)",16.6 months,8.3 months,"HR 0.51 (95% CI: 0.41, 0.64)","{'Confirmed ORR': {'Nivolumab + Cabozantinib': '55.7%', 'Sunitinib': '27.1%'}}","The combination of nivolumab and cabozantinib showed significant improvements in progression-free survival, overall survival, and confirmed overall response rate for patients with advanced RCC compared to sunitinib. Common adverse reactions included diarrhea, fatigue, and hepatotoxicity. The FDA expedited review programs were utilized, leading to the approval of this first-line treatment ahead of schedule.","In the CHECKMATE-9ER study, patients with previously untreated advanced RCC who received nivolumab plus cabozantinib had significantly improved outcomes compared to those who received sunitinib. The combination therapy showed a median progression-free survival (PFS) of 16.6 months versus 8.3 months with a hazard ratio (HR) of 0.51. Overall survival (OS) was not reached in either arm, but the HR was 0.60. The confirmed overall response rate (ORR) was 55.7% for nivolumab plus cabozantinib and 27.1% for sunitinib. These results indicate that the combination therapy led to better PFS, OS, and ORR outcomes in patients with advanced RCC."
page_205.txt,Darzalex Faspro,Light chain (AL) amyloidosis,388,Not provided,Not provided,Not provided,Not provided,Not provided,Not provided,"{'Hematologic Complete Response Rate': {'D-VCd arm': '42.1%', 'VCd arm': '13.5%', 'Odds Ratio': '4.8', 'p-value': '<0.0001'}, 'Adverse Reactions': ['Upper respiratory tract infection', 'Diarrhea', 'Peripheral edema', 'Constipation', 'Peripheral sensory neuropathy', 'Fatigue', 'Nausea', 'Insomnia', 'Dyspnea', 'Cough']}","Darzalex Faspro in combination with bortezomib, cyclophosphamide, and dexamethasone showed a significantly higher hematologic complete response rate in patients with newly diagnosed AL amyloidosis compared to the VCd arm. Adverse reactions were common, including upper respiratory tract infection, diarrhea, and peripheral edema.","In the ANDROMEDA study, patients with newly diagnosed AL amyloidosis were randomized to receive either bortezomib, cyclophosphamide, and dexamethasone (VCd arm) or Darzalex Faspro with VCd (D-VCd arm). The D-VCd arm showed a significantly higher hematologic complete response rate of 42.1% compared to 13.5% in the VCd arm. The odds ratio was 4.8 with a p-value of <0.0001. Overall survival (OS) and progression-free survival (PFS) data were not provided in the summary. The study demonstrated improved response outcomes with the addition of Darzalex Faspro to the treatment regimen for AL amyloidosis patients."
page_206.txt,fam-trastuzumab deruxtecan-nxki,HER2-positive gastric or gastroesophageal (GEJ) adenocarcinoma,188,12.5 months,8.4 months,48.80%,5.6 months,3.5 months,60.00%,"{'ORR': {'Treatment Arm': '40.5%', 'Control Arm': '11.3%'}, 'DOR': {'Treatment Arm': '11.3 months', 'Control Arm': '3.9 months'}}","The study evaluated fam-trastuzumab deruxtecan-nxki in patients with HER2-positive gastric or GEJ adenocarcinoma who had progressed on prior regimens. The treatment arm showed significant improvements in overall survival (OS) and progression-free survival (PFS) compared to the control arm, with a notable increase in objective response rate (ORR) and duration of response (DOR). Common adverse reactions were reported, and the drug received breakthrough therapy designation and orphan drug designation in gastric cancer.","In the DESTINY-Gastric01 study, patients with HER2-positive gastric or GEJ adenocarcinoma who had progressed on prior treatments showed improved outcomes with fam-trastuzumab deruxtecan-nxki compared to irinotecan or paclitaxel. The fam-trastuzumab deruxtecan-nxki arm had a longer overall survival (OS) of 12.5 months vs 8.4 months, a higher objective response rate (ORR) of 40.5% vs 11.3%, a longer progression-free survival (PFS) of 5.6 months vs 3.5 months, and a longer duration of response (DOR) of 11.3 months vs 3.9 months. These results suggest that fam-trastuzumab deruxtecan-nxki may be a more effective treatment option for this patient population."
page_207.txt,Crizotinib (Xalkori),Systemic Anaplastic Large Cell Lymphoma (ALK-positive),26,Not provided,Not provided,Not provided,Not provided,Not provided,Not provided,"{'ORR': '88%', 'DOR': '39% maintained response for at least 6 months, 22% maintained response for at least 12 months', 'Adverse Reactions': {'Ocular Toxicity': '65%', 'Gastrointestinal Toxicity': '92%', 'Serious Adverse Reactions': '35%', 'Common Adverse Reactions': ['Diarrhea', 'Vomiting', 'Nausea', 'Vision disorder', 'Headache', 'Musculoskeletal pain', 'Stomatitis', 'Fatigue', 'Decreased appetite', 'Pyrexia', 'Abdominal pain', 'Cough', 'Pruritus'], 'Grade 3-4 Laboratory Abnormalities': ['Neutropenia', 'Lymphopenia', 'Thrombocytopenia']}}","Crizotinib was approved for pediatric and young adult patients with relapsed or refractory, systemic ALK-positive ALCL. The study showed an ORR of 88%, with a complete remission rate of 81%. Adverse reactions included ocular and gastrointestinal toxicity, with common reactions being diarrhea, vomiting, and vision disorders. The recommended dosage is 280 mg/m2 orally twice daily. Ophthalmologic evaluations are recommended due to the risk of visual loss.","In a study of crizotinib in patients aged 1 to 21 with relapsed or refractory ALK-positive ALCL, the overall response rate (ORR) was 88%, with a complete remission rate of 81%. 39% of responders maintained their response for at least 6 months, and 22% for at least 12 months. The study did not establish efficacy in older adults. Ocular toxicity (Grade 1 or 2 visual disorders) occurred in 65% of patients, while gastrointestinal toxicity occurred in 92%. The study showed promising results in terms of ORR and duration of response in pediatric patients with relapsed or refractory ALK-positive ALCL."
page_208.txt,Osimertinib (TAGRISSO),Non-small cell lung cancer (NSCLC) with EGFR exon 19 deletions or exon 21 L858R mutations,682,Median DFS not reached in the osimertinib arm,Median DFS of 19.6 months in the placebo arm,"HR 0.17 (95% CI: 0.12, 0.23; <0.0001)",Not provided,Not provided,Not provided,"{'Adverse Reactions': 'Common adverse reactions included lymphopenia, leukopenia, thrombocytopenia, diarrhea, anemia, rash, musculoskeletal pain, nail toxicity, neutropenia, dry skin, stomatitis, fatigue, and cough.'}","Osimertinib was approved for adjuvant therapy in NSCLC patients with specific mutations after tumor resection. The ADAURA trial showed a significant improvement in disease-free survival with osimertinib compared to placebo, leading to the FDA approval of the drug for this indication.","In the ADAURA study, patients with EGFR exon 19 deletions or exon 21 L858R mutation-positive NSCLC who underwent complete tumor resection were randomized to receive osimertinib or placebo. Osimertinib significantly improved disease-free survival (DFS) compared to placebo in patients with stage II - IIIA NSCLC. The median DFS was not reached in the osimertinib arm versus 19.6 months in the placebo arm. Overall survival (OS) data is not provided in the summary. Osimertinib is recommended at a dose of 80 mg orally once daily for up to 3 years. Response outcomes such as objective response rate (ORR), duration of response (DOR), complete response (CR), and partial response (PR) were not mentioned in the summary."
page_209.txt,Relugolix,Prostate cancer,934,Not provided,Not provided,Not provided,Not provided,Not provided,Not provided,"{'Medical castration rate': '96.7% (95% CI: 94.9%, 97.9%)', 'Common adverse reactions': ['hot flush', 'musculoskeletal pain', 'fatigue', 'diarrhea', 'constipation'], 'Common laboratory abnormalities': ['increased glucose', 'triglycerides', 'alanine aminotransferase', 'aspartate aminotransferase', 'decreased hemoglobin']}","The FDA approved relugolix for adult patients with advanced prostate cancer based on the results of the HERO trial. The study showed a medical castration rate of 96.7% in the relugolix arm. Common adverse reactions included hot flush, musculoskeletal pain, fatigue, diarrhea, and constipation. The recommended dose is a loading dose of 360 mg followed by a daily oral dose of 120 mg.","In the HERO study, relugolix demonstrated a medical castration rate of 96.7% in men with prostate cancer, compared to leuprolide acetate. Overall Survival (OS) and Progression-Free Survival (PFS) data were not provided in the summary. Response outcomes such as Objective Response Rate (ORR), Duration of Response (DOR), Complete Response (CR), and Partial Response (PR) were also not mentioned in the summary."
page_21.txt,Isatuximab-irfc (Sarclisa),Multiple Myeloma,446,Not provided,Not provided,Not provided,Not reached (NR),54.3 months,40%,"{'Adverse Reactions': ['Upper respiratory tract infection', 'Diarrhea', 'Fatigue', 'Peripheral sensory neuropathy', 'Pneumonia', 'Musculoskeletal pain', 'Cataract', 'Constipation', 'Peripheral edema', 'Rash', 'Infusion-related reaction', 'Insomnia', 'COVID-19 infection']}","Isatuximab-irfc in combination with bortezomib, lenalidomide, and dexamethasone showed a 40% reduction in the risk of disease progression or death compared to the standard treatment in patients with newly diagnosed multiple myeloma not eligible for autologous stem cell transplant. Common adverse reactions included upper respiratory tract infection, diarrhea, and fatigue.",Efficacy and
page_210.txt,selinexor (XPOVIO),multiple myeloma,not specified,not specified,not specified,not specified,13.9 months,9.5 months,31.60%,"{'Common Adverse Reactions': ['nausea', 'fatigue', 'decreased appetite', 'diarrhea', 'peripheral neuropathy', 'upper respiratory tract infection', 'decreased weight', 'cataract', 'vomiting'], 'Grade 3-4 Laboratory Abnormalities': ['thrombocytopenia', 'lymphopenia', 'hypophosphatemia', 'anemia', 'hyponatremia', 'neutropenia'], 'Recommended Dose': '100 mg orally once weekly on day 1 of each week of a 35-day cycle in combination with bortezomib and dexamethasone'}","Selinexor in combination with bortezomib and dexamethasone showed a significant improvement in progression-free survival (PFS) compared to the standard treatment in patients with relapsed or refractory multiple myeloma. Common adverse reactions include nausea, fatigue, and peripheral neuropathy. The recommended dose is 100 mg orally once weekly.","The BOSTON Trial evaluated the efficacy of selinexor in combination with bortezomib and dexamethasone in patients with relapsed/refractory multiple myeloma. The study showed that the combination therapy (SVd) significantly improved progression-free survival (PFS) compared to the standard therapy (Vd), with a median PFS of 13.9 months vs. 9.5 months, respectively. The estimated hazard ratio for PFS was 0.70, indicating a 30% reduction in the risk of disease progression or death with SVd. Overall survival data is not provided in the summary. Response outcomes such as overall response rate (ORR), duration of response (DOR), complete response (CR), and partial response (PR) were not mentioned in the summary."
page_211.txt,margetuximab-cmkb (MARGENZA),metastatic HER2-positive breast cancer,536,Not provided,Not provided,Not provided,5.8 months,4.9 months,17.30%,"{'ORR': '22%', 'DOR': '6.1 months'}","Margetuximab-cmkb in combination with chemotherapy was approved for the treatment of adult patients with metastatic HER2-positive breast cancer who have received two or more prior anti-HER2 regimens. In a randomized trial, margetuximab showed a 17.3% improvement in progression-free survival compared to the control arm. Additionally, the treatment arm demonstrated a 22% objective response rate with a median duration of response of 6.1 months.","In the SOPHIA study, margetuximab plus chemotherapy showed improved progression-free survival (PFS) compared to trastuzumab plus chemotherapy in patients with HER2+ metastatic breast cancer. The median PFS was 5.8 months with margetuximab versus 4.9 months with trastuzumab. The objective response rate (ORR) was 22% with margetuximab and 16% with trastuzumab, with a median duration of response (DOR) of 6.1 months and 6.0 months, respectively. Overall survival (OS) data was not provided in the summary. These results suggest that margetuximab may be a promising treatment option for patients with HER2+ metastatic breast cancer who have received prior anti-HER2 therapies."
page_212.txt,pralsetinib (GAVRETO),RET-mutant medullary thyroid cancer (MTC) and RET fusion-positive thyroid cancer,"55 patients with RET-mutant MTC who received prior cabozantinib or vandetanib, 29 patients with RET-mutant MTC who did not receive prior cabozantinib or vandetanib, and 9 patients with RET fusion-positive thyroid cancer",Not provided,Not provided,Not provided,Not provided,Not provided,Not provided,"{'Overall Response Rate (ORR)': {'RET-mutant MTC (prior cabozantinib or vandetanib)': '60%', 'RET-mutant MTC (no prior cabozantinib or vandetanib)': '66%', 'RET fusion-positive thyroid cancer': '89%'}, 'Response Duration': {'RET-mutant MTC (prior cabozantinib or vandetanib)': '79% lasting 6 months or longer', 'RET-mutant MTC (no prior cabozantinib or vandetanib)': '84% lasting 6 months or longer', 'RET fusion-positive thyroid cancer': '100% lasting 6 months or longer'}}","Pralsetinib (GAVRETO) was approved for RET-mutant medullary thyroid cancer and RET fusion-positive thyroid cancer based on a multicenter clinical trial showing high overall response rates and durable responses in patients. Common adverse reactions included constipation, hypertension, and fatigue. The recommended dose is 400 mg orally once daily. The FDA granted accelerated approval, priority review, breakthrough therapy, and orphan drug designation for this indication.","The ARROW study evaluated the efficacy of treatments in patients with RET gene alterations. In patients with advanced or metastatic RET-mutant MTC who had prior cabozantinib or vandetanib, the overall response rate (ORR) was 60%, with 79% of responders having responses lasting 6 months or longer. In patients with RET-mutant MTC who did not receive prior cabozantinib or vandetanib, the ORR was 66%, with 84% having responses lasting 6 months or longer. For patients with RET fusion-positive thyroid cancer who were radioactive iodine-refractory, the ORR was 89%, with all responders having responses lasting 6 months or longer. Overall survival (OS) and progression-free survival (PFS) data were not provided in the summary."
page_213.txt,Sonalleve MR-HIFU system,Osteoid osteoma in the extremities,9,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,"{'Pain scores decrease within 4 weeks of treatment': 'Statistically significant', 'Pain medication usage after 4 weeks': '8 out of 9 patients achieved no pain medication usage'}",The Sonalleve MR-HIFU system was approved for the treatment of osteoid osteoma in the extremities. Clinical results showed a probable benefit with a statistically significant decrease in pain scores within 4 weeks of treatment. 8 out of 9 patients achieved no pain medication usage after 4 weeks. No technical difficulties or serious adverse events were reported in the study.,"Efficacy was evaluated in a study of nine patients treated with MR-HIFU, without technical difficulties or serious"
page_214.txt,Naxitamab (DANYELZA),High-risk neuroblastoma in the bone or bone marrow,"22 in Study 201, 38 in Study 12-230",Not provided,Not provided,Not provided,Not provided,Not provided,Not provided,"{'ORR': {'Study 201': '45%', 'Study 12-230': '34%'}, 'DOR': {'Study 201': '30% responders with DOR ≥6 months', 'Study 12-230': '23% patients with DOR ≥6 months'}}","Naxitamab in combination with GM-CSF showed promising overall response rates in patients with relapsed or refractory high-risk neuroblastoma in the bone or bone marrow, with some patients experiencing durable responses lasting 6 months or more. Adverse reactions were manageable with premedication and monitoring. Further confirmatory trials are needed for continued approval.","In two trials evaluating naxitamab in patients with relapsed or refractory neuroblastoma, the overall response rate (ORR) was 45% in Study 201 and 34% in Study 12-230. The duration of response (DOR) was at least 6 months in 30% of responders in Study 201 and 23% in Study 12-230. Responses were seen in the bone, bone marrow, or both. Overall survival (OS) and progression-free survival (PFS) data were not provided. Naxitamab treatment was associated with serious infusion-related reactions and neurotoxicity, including neuropathic pain and reversible posterior leukoencephalopathy syndrome. Patients should receive premedication and close monitoring during and after infusions to mitigate these risks."
page_215.txt,Pembrolizumab (KEYTRUDA),Triple-negative breast cancer (TNBC),Not specified,Not specified,Not specified,Not specified,9.7 months,5.6 months,42.90%,"{'Adverse Reactions': ['fatigue', 'nausea', 'diarrhea', 'constipation', 'vomiting', 'alopecia', 'rash', 'cough', 'decreased appetite', 'headache'], 'Laboratory Abnormalities': ['anemia', 'leukopenia', 'neutropenia', 'lymphopenia', 'thrombocytopenia', 'elevated ALT and AST', 'hyperglycemia', 'hypoalbuminemia', 'increased alkaline phosphatase', 'hypocalcemia', 'hyponatremia', 'hypophosphatemia', 'hypokalemia'], 'Recommended Dose': '200 mg every 3 weeks or 400 mg every 6 weeks administered prior to chemotherapy until disease progression, unacceptable toxicity, or up to 24 months'}","Pembrolizumab in combination with chemotherapy showed a significant improvement in progression-free survival (PFS) in patients with locally recurrent unresectable or metastatic TNBC expressing PD-L1 (CPS ≥10). The median PFS was 9.7 months with pembrolizumab plus chemotherapy compared to 5.6 months with placebo, representing a 42.9% improvement. Common adverse reactions and laboratory abnormalities were reported, and the recommended dose for adult patients was provided.","efficacy outcome measure was progression-free survival (PFS) as assessed by blinded independent review according to RECIST 1.1, tested in the subgroup of patients with CPS ≥10. Median PFS was 9.7 months (95% CI: 7.6, 11.3) in the pembrolizumab plus chemotherapy arm and 5.6 months (95% CI:5.3, 7.5) in the placebo arm (HR 0.65; 95% CI: 0.49, 0.86; one-sided p-value=0.0012).
The most common"
page_216.txt,"Rucaparib, Alpelisib, Alectinib, Olaparib","Ovarian, Non-small cell lung, Breast, Metastatic castration resistance prostate cancer",Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"{'Companion diagnostic indications': {'1': 'Identify mutations in BRCA1 and BRCA2 genes in ovarian cancer for rucaparib', '2': 'Identify ALK rearrangements in NSCLC for alectinib', '3': 'Identify mutations in PIK3CA gene in breast cancer for alpelisib', '4': 'Identify mutations in BRCA1, BRCA2, and ATM genes in mCRPC for olaparib'}, 'Efficacy': 'Efficacy for the mentioned drugs was shown to be maintained in patients with specific gene alterations', 'Approval Basis': 'Retrospective testing with FoundationOne Liquid CDx of plasma samples from patients in clinical trials'}","The FoundationOne Liquid CDx test was approved as a companion diagnostic device for multiple biomarkers in various cancers, allowing for personalized treatment based on genetic alterations. Efficacy of rucaparib, alpelisib, alectinib, and olaparib was confirmed in patients with specific gene alterations detected by the test.","The study found that the efficacy of rucaparib, alpelisib, alectinib, and olaparib was maintained in patients with confirmed BRCA1 and/or BRCA2 gene alterations, PIK3CA mutations, ALK rearrangement, and BRCA1, BRCA2, and/or ATM gene alterations. Overall survival (OS) and progression-free survival (PFS) were favorable in these patients. Response outcomes such as objective response rate (ORR), duration of response (DOR), complete response (CR), and partial response (PR) were also positive. FoundationOne Liquid CDx was used to identify these mutations and alterations in the blood, but if not detected, a tumor biopsy was recommended for further evaluation."
page_217.txt,Larotrectinib,Solid tumors with NTRK gene fusion,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"{'Overall Response Rate (ORR)': 'Not specified', 'Response Duration': 'Not specified'}","The study focused on the approval of Larotrectinib for solid tumors with NTRK gene fusion, based on data from three clinical trials. The FoundationOne CDx test was approved as a companion diagnostic for Larotrectinib. Efficacy was maintained in patients with confirmed NTRK fusion positive results. The major efficacy outcome measures included ORR and response duration.","The study evaluated larotrectinib's efficacy in patients with confirmed NTRK fusion positive results using the FoundationOne CDx assay. Overall response rate (ORR) and response duration were key outcome measures, with efficacy shown to be maintained in these patients. The FoundationOne CDx assay was approved as a companion diagnostic for larotrectinib based on retrospective testing of tumor tissue samples from patients in three clinical trials. The assay, a next-generation sequencing (NGS) based device, can detect various mutations in addition to NTRK gene fusions. Overall survival (OS) and progression-free survival (PFS) outcomes were not specifically mentioned in the study results."
page_218.txt,Venetoclax,Acute Myeloid Leukemia (AML),"{'VIALE-A': {'Venetoclax + Azacitidine': 286, 'Placebo + Azacitidine': 145}, 'VIALE-C': {'Venetoclax + LDAC': 143, 'Placebo + LDAC': 68}}","{'VIALE-A': '14.7 months', 'VIALE-C': 'Not significantly improved'}","{'VIALE-A': '9.6 months', 'VIALE-C': 'Not significantly improved'}","{'VIALE-A': '34%', 'VIALE-C': 'Not significant'}","{'VIALE-A': 'Data not provided', 'VIALE-C': 'Data not provided'}","{'VIALE-A': 'Data not provided', 'VIALE-C': 'Data not provided'}","{'VIALE-A': 'Data not provided', 'VIALE-C': 'Data not provided'}","{'VIALE-A': {'CR Rate': {'Venetoclax + Azacitidine': '37%', 'Placebo + Azacitidine': '18%'}}, 'VIALE-C': {'CR Rate': {'Venetoclax + LDAC': '27%', 'Placebo + LDAC': '7.4%'}, 'Duration of CR': {'Venetoclax + LDAC': '11.1 months', 'Placebo + LDAC': '8.3 months'}}}","Venetoclax in combination with azacitidine showed a significant improvement in overall survival (OS) and complete remission (CR) rate in patients with newly-diagnosed AML. However, the combination with LDAC did not significantly improve OS. Common adverse reactions were nausea, diarrhea, and thrombocytopenia.","In the VIALE-A trial, venetoclax plus azacitidine showed improved overall survival (OS) with a median of 14.7 months compared to 9.6 months with placebo plus azacitidine. The complete remission (CR) rate was also higher at 37% versus 18%.
In the VIALE-C trial, venetoclax plus LDAC had a CR rate of 27% with a median duration of 11.1 months, while placebo plus LDAC had a CR rate of 7.4% with a median duration of 8.3 months. However, there was no significant difference in OS between the two groups."
page_219.txt,Pembrolizumab (KEYTRUDA®),Classical Hodgkin lymphoma (cHL),304,Not provided,Not provided,Not provided,13.2 months,8.3 months,37.35%,"{'Serious Adverse Reactions': '30% of patients with pneumonitis, pneumonia, pyrexia, myocarditis, acute kidney injury, febrile neutropenia, sepsis', 'Common Adverse Reactions': 'Upper respiratory tract infection, musculoskeletal pain, diarrhea, cough, pyrexia, fatigue, rash', 'Adverse Reactions Requiring Systemic Corticosteroids': '38% of patients, including pneumonitis in 11%'}","The study extended the approval of pembrolizumab for adult and pediatric patients with relapsed or refractory classical Hodgkin lymphoma. In a phase 3 trial, pembrolizumab showed a statistically significant improvement in progression-free survival compared to brentuximab vedotin. Serious adverse reactions were reported in 30% of patients, with pneumonitis being a common adverse event. The recommended dose for patients with lymphoma is 200 mg every 3 weeks or 400 mg every 6 weeks for adults, and 2 mg/kg every 3 weeks for pediatric patients, for up to 2 years.","Efficacy was based on progression-free survival (PFS) per blinded independent central review assessment. PFS was statistically significantly longer in the pembrolizumab arm. The median PFS was 13.2 months (95% CI: 10.9, 19.4) in the pembrolizumab arm and 8.3 months (95% CI: 5.7, 8.8) in the BV arm, with a hazard ratio of 0.65 (95% CI: 0.48, 0.88; p=0.0027).
Serious"
page_22.txt,Amivantamab-vmjw (Rybrevant),Non-small cell lung cancer (NSCLC) with EGFR exon 19 deletions or exon 21 L858R substitution mutations,657,Data not provided,Data not provided,Data not provided,"6.3 months (95% CI: 5.6, 8.4)","4.2 months (95% CI: 4.0, 4.4)","Hazard ratio 0.48 [95% CI: 0.36, 0.64], p-value<0.0001","{'Overall Response Rate (ORR)': '53% in treatment arm, 29% in control arm', 'Overall Survival (OS)': 'No statistically significant difference observed', 'Adverse Reactions': 'Common adverse reactions included rash, infusion-related reactions, fatigue, nail toxicity, nausea, constipation, edema, stomatitis, decreased appetite, musculoskeletal pain, vomiting, and COVID-19 infection'}","Amivantamab-vmjw in combination with carboplatin and pemetrexed showed a significant improvement in progression-free survival compared to carboplatin and pemetrexed alone in patients with NSCLC with specific mutations. However, no statistically significant difference was observed in overall survival between the treatment and control arms. Common adverse reactions were manageable. Further regulatory reviews are ongoing internationally.",Efficacy and
page_220.txt,Nivolumab (OPDIVO) plus ipilimumab (YERVOY),Unresectable malignant pleural mesothelioma,303 (nivolumab plus ipilimumab arm) and 302 (chemotherapy arm),Median OS of 18.1 months,Median OS of 14.1 months,"HR 0.74; 95% CI: 0.61, 0.89; p=0.002",Median PFS of 6.8 months,Median PFS of 7.2 months,"HR 1.0; 95% CI 0.82, 1.21","{'Confirmed Overall Response Rate': '40% (nivolumab plus ipilimumab) and 43% (chemotherapy)', 'Median Response Duration': '11.0 months (nivolumab plus ipilimumab) and 6.7 months (chemotherapy)'}","The combination of nivolumab plus ipilimumab showed a statistically significant improvement in overall survival compared to chemotherapy in patients with unresectable malignant pleural mesothelioma. The treatment arm demonstrated a median OS of 18.1 months and a median PFS of 6.8 months, with a confirmed overall response rate of 40%.","In the CHECKMATE-743 study, patients with unresectable malignant pleural mesothelioma who received nivolumab and ipilimumab had a significantly improved overall survival compared to those who received chemotherapy (18.1 vs. 14.1 months). However, there was no significant difference in progression-free survival between the two treatment arms. The overall response rate was similar between nivolumab plus ipilimumab and chemotherapy (40% vs. 43%), with a longer median response duration in the nivolumab plus ipilimumab arm (11.0 vs. 6.7 months). These results suggest that nivolumab plus ipilimumab may be a more effective treatment option for patients with unresectable malignant pleural mesothelioma compared to chemotherapy."
